id,courseid,testid,stuid,Tflist,knowledgeList,score,totalScore
1057,15600,50049,5102,"1,1,1,0,1,1,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
1059,15600,50048,5076,"0,0,0,0,1,1,1,0,0,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",8,20
1060,15600,50049,5088,"1,1,1,1,1,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",18,20
1061,15600,50049,5088,"1,1,1,1,1,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",18,20
1062,15600,50047,5082,"0,0,1,1,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
1063,15600,50048,5083,"0,0,0,0,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
1064,15600,50047,5099,"0,1,0,1,1,0,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
1065,15600,50040,5112,"1,1,1,1,1,0,1,1,1,0","1_1_3,1_1_1,1_1_2",16,20
1066,15600,50050,5119,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",20,20
1067,15600,50050,5080,"0,0,0,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
1068,15600,50047,5074,"1,0,1,0,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
1069,15600,50047,5105,"1,1,1,0,1,0,0,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
1070,15600,50049,5084,"1,1,1,0,0,1,1,0,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1071,15600,50049,5077,"0,1,1,0,1,0,0,0,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1072,15600,50049,5107,"0,0,0,1,1,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1073,15600,50049,5068,"1,0,1,0,0,1,1,0,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1074,15600,50049,5086,"0,1,1,0,1,1,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1075,15600,50049,5101,"1,1,1,1,1,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",20,20
1076,15600,50049,5059,"1,1,1,0,0,0,0,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1077,15600,50048,5109,"0,0,0,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
1078,15600,50049,5059,"1,1,1,0,0,0,0,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1079,15600,50049,5059,"1,1,1,0,0,0,0,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1080,15600,50048,5065,"1,0,0,0,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
1081,15600,50050,5078,"1,1,1,0,1,1,0,0,1,0","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",12,20
1082,15600,50049,5059,"1,1,1,0,0,0,0,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1083,15600,50047,5096,"1,1,1,1,1,1,0,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",16,20
1084,15600,50050,5091,"0,1,1,1,1,1,0,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
1085,15600,50042,5112,"0,1,1,1,1,1,1,0,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
1086,15600,50050,5104,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",20,20
1087,15600,50050,5062,"1,1,1,1,0,1,1,0,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",16,20
1088,15600,50048,5117,"1,1,1,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",20,20
1089,15600,50048,5056,"1,0,1,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",18,20
1090,15600,50048,5055,"0,0,0,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
1091,15600,50047,5090,"0,1,0,1,0,0,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
1092,15600,50048,5099,"0,0,0,1,0,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
1093,15600,50047,5071,"0,0,1,0,1,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
1094,15600,50049,5076,"1,1,1,0,0,0,1,0,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1095,15600,50047,5097,"0,1,1,0,1,1,1,0,1,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",14,20
1096,15600,50048,5069,"1,0,0,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",16,20
1097,15600,50049,5066,"1,1,1,1,1,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",20,20
1098,15600,50050,5111,"0,1,1,1,0,0,0,1,1,0","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",10,20
1099,15600,50044,5112,"1,1,1,1,1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_5_2,2_5_3,2_1_1",20,20
1100,15600,50047,5087,"0,1,1,0,0,1,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",12,20
1101,15600,50048,5074,"1,1,0,0,0,0,1,1,0,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",10,20
1102,15600,50049,5083,"1,1,0,0,1,1,1,0,0,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1103,15600,50049,5065,"1,1,1,0,0,1,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1104,15600,50050,5084,"1,0,1,1,1,0,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
1105,15600,50048,5082,"1,1,1,1,1,1,0,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",18,20
1106,15600,50050,5088,"1,1,1,1,1,1,0,0,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
1107,15600,50049,5055,"0,1,1,1,0,1,1,0,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",10,20
1109,15600,50049,5090,"1,1,1,1,0,1,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
1110,15600,50050,5102,"0,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",18,20
1111,15600,50049,5069,"1,1,1,0,1,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",16,20
1112,15600,50047,5114,"0,0,0,1,0,0,1,1,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",8,20
1113,15600,50047,5094,"1,0,1,0,1,0,0,0,0,1","5_2_1,5_3_1,4_6_2,5_1_2,5_1_1,5_3_3,5_1_3",8,20
1114,15600,50049,5099,"0,1,0,1,0,0,0,0,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",6,20
1115,15600,50049,5081,"1,1,1,0,0,1,1,0,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",10,20
1116,15600,50050,5070,"1,1,1,1,1,1,1,0,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",18,20
1117,15600,50049,5117,"1,1,1,1,1,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",20,20
1118,15600,50046,5112,"0,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",18,20
1119,15600,50050,5077,"1,1,0,1,1,0,1,0,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
1120,15600,50050,5107,"1,1,1,0,0,1,1,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
1121,15600,50050,5099,"0,0,0,1,0,0,1,0,1,0","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",6,20
1122,15600,50049,5109,"1,1,1,1,0,1,1,0,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",16,20
1123,15600,50049,5056,"1,1,1,0,0,0,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
1124,15600,50048,5096,"1,1,0,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",18,20
1125,15600,50050,5066,"1,1,1,1,1,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",18,20
1126,15600,50050,5086,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",20,20
1127,15600,50050,5083,"1,1,1,1,0,0,1,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
1128,15600,50050,5068,"1,1,1,1,0,0,0,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",12,20
1129,15600,50050,5101,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",20,20
1130,15600,50048,5105,"1,1,0,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",18,20
1131,15600,50048,5112,"0,0,0,0,0,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",8,20
1132,15600,50049,5074,"1,1,0,0,1,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
1133,15600,50050,5090,"1,1,1,1,1,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",18,20
1134,15600,50048,5071,"0,0,0,1,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
1135,15600,50049,5096,"1,1,1,1,0,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",18,20
1136,15600,50048,5097,"0,1,0,0,1,0,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
1137,15600,50050,5076,"0,0,0,0,0,0,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",6,20
1138,15600,50050,5065,"1,1,1,1,0,1,0,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",14,20
1140,15600,50050,5055,"0,1,1,0,1,0,0,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",10,20
1141,15600,50049,5082,"1,1,1,0,1,1,1,1,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",14,20
1142,15600,50046,5083,"1,1,1,1,1,1,1,1,1,1","4_6_1,4_6_2,4_3_1,4_2_2,4_2_3",20,20
1143,15600,50042,5097,"0,1,0,1,1,1,1,1,1,1","2_3_1,2_1_4,2_2_2,2_3_5,2_2_3,3_1_3,3_1_5,3_2_4,3_2_1",18,20
1144,15600,50048,5087,"1,1,0,0,1,1,1,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",14,20
1145,15600,50048,5094,"1,0,0,0,1,1,1,0,0,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",10,20
1146,15600,50049,5105,"1,1,0,1,0,1,1,0,0,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",10,20
1147,15600,50050,5117,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",20,20
1148,15600,50050,5081,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",20,20
1149,15600,50048,5114,"0,0,0,0,1,0,1,0,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",8,20
1150,15600,50050,5056,"1,0,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",18,20
1151,15600,50050,5074,"1,1,0,0,0,1,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",12,20
1152,15600,50048,5071,"0,0,0,0,1,1,1,1,1,1","5_1_3,5_4_1,5_1_1,5_4_3,5_1_2,5_3_1",12,20
1153,15600,50050,5086,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",20,20
1154,15600,50050,5109,"0,1,1,1,1,0,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",16,20
1155,15600,50050,5112,"0,1,1,1,0,0,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",12,20
1156,15600,50050,5105,"0,0,1,1,0,0,0,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",8,20
1157,15600,50050,5096,"0,1,0,1,0,0,0,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",10,20
1158,15600,50050,5069,"1,1,1,1,1,0,1,1,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",18,20
1159,15600,50049,5097,"0,1,1,0,1,1,1,0,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1160,15600,50049,5094,"0,0,0,0,0,1,1,1,0,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1161,15600,50045,5086,"1,0,1,1,1,1,1,1,1,1","4_2_1,4_2_3,4_2_2,4_6_2,4_3_1",18,20
1162,15600,50050,5082,"0,0,0,1,1,1,1,1,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",12,20
1163,15600,50049,5114,"0,0,0,0,0,1,1,1,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",10,20
1164,15600,50049,5087,"1,0,1,0,0,1,1,1,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1165,15600,50049,5071,"0,0,0,1,0,1,1,0,1,0","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",8,20
1166,15600,50049,5097,"0,1,0,0,1,1,1,0,1,1","5_1_1,5_3_1,5_3_3,5_4_3,5_3_2",12,20
1167,15600,50050,5094,"0,0,0,1,0,0,0,0,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",6,20
1168,15600,50050,5114,"0,0,1,1,1,1,0,0,0,0","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",8,20
1169,15600,50050,5087,"0,0,1,1,0,0,0,0,1,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",8,20
1170,15600,50050,5071,"0,1,1,1,0,1,0,0,0,1","5_3_2,5_3_3,5_4_3,5_2_1,5_3_1",10,20
1171,15600,-1,5089,"1,1,1,1,1,1,1,1,1,1","2_2_1,2_2_2,2_2_3,4_6_2,3_1_2,3_1_3,3_1_1,2_3_5",20,20
1172,15600,-1,5089,0,5_4_1,0,2
1173,15600,-1,5089,0,5_4_1,0,2
1197,15600,-1,5119,"1,1,1,1,1,1,1,1,1,1","3_1_2,3_1_1,3_1_3,5_1_2,4_6_2,2_4_3,2_4_4",20,20
1198,15600,-1,5119,"1,1,1,1,1,1,1,1,1,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,4_2_1,4_2_3,5_1_1,5_3_3",20,20
1199,15600,-1,5119,"1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5",8,8
1200,15600,-1,5119,"1,1,1,1,1,1,1,1,1,1","2_4_2,2_4_1,2_5_3,2_4_3,2_4_4,2_4_5,2_4_6,2_1_1",20,20
1201,15600,-1,5119,"1,1,1,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5",12,12
1202,15600,-1,5086,"1,1,1,1,1,1,1,0,1,1","3_1_2,3_1_1,3_1_3,3_1_5,2_4_3,2_4_4,2_4_5,5_1_1",18,20
1203,15600,-1,5086,"1,0,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,5_4_1",4,6
1204,15600,-1,5086,"1,0,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,5_4_1",4,6
1205,15600,-1,5086,"1,1,1,1,1,1,1,1,1,1","2_4_2,2_4_1,2_4_6,2_5_3",20,20
1206,15600,-1,5086,"1,1,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,5_4_1",6,6
1207,15600,-1,5086,"1,1,0,1,1,1,1,0,0,1","2_4_1,2_4_2,2_4_6,2_5_3",14,20
1208,15600,-1,5086,"1,1,1,1,1,1","2_4_2,2_5_3,2_4_1,2_4_3,2_4_4,2_4_5,2_4_6",12,12
1209,15600,-1,5076,"1,1,1,1,1,1,1,1,1,1","3_1_1,3_1_2,5_3_2,5_3_3,4_6_2,3_1_3,2_4_2,1_1_1",20,20
1210,15600,-1,5076,"1,1,1,1,1,1,1,0,1,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,2_5_2,5_1_1,5_1_3,5_4_1",18,20
1211,15600,-1,5076,"1,1,1,1,1,1,1,1,1,1","2_4_1,2_4_6,2_4_2,2_5_3,2_1_1",20,20
1212,15600,-1,5104,"0,0,1,0,1,1,1,1,0,1","4_6_2,2_1_1,2_2_1,2_2_3,8_4_2,2_2_2,4_3_1,2_4_3,2_4_4,2_1_4",12,20
1213,15600,-1,5094,"0,1,1,1,0,1,1,1,1,1","5_3_2,5_3_3,2_2_3,8_4_2,4_6_1,1_1_1,2_3_3,2_5_2,3_2_1",16,20
1214,15600,-1,5094,"0,1,0,0,0,0,0,1,1,1","1_1_3,5_3_2,5_3_3,3_1_5",8,20
1215,15600,-1,5094,"0,1,0,0,0,0,0,1,1,1","1_1_3,5_3_2,5_3_3,3_1_5",8,20
1216,15600,-1,5094,"1,1,1,1,1,1,1,1,1,1","1_1_3,5_3_2,5_3_3",20,20
1217,15600,-1,5094,"1,0,1,0,1,0,1,0,1,1","4_2_2,5_2_1,5_3_1,4_6_2,5_1_1,4_2_1,4_2_3",12,20
1218,15600,-1,5077,"0,1,1,1,0,1,1,0,1,1","4_6_2,5_1_2,4_2_1,4_2_3,5_2_1,5_3_1",14,20
1219,15600,-1,5077,"0,1,1,1,0,1,1,0,1,1","4_6_2,5_1_2,4_2_1,4_2_3,5_2_1,5_3_1",14,20
1220,15600,-1,5077,"0,1,1,1,0,1,1,0,1,1","4_6_2,5_1_2,4_2_1,4_2_3,5_2_1,5_3_1",14,20
1221,15600,-1,5077,"1,1,1,1,1,1,1,1,0,1","5_3_1,4_6_2",18,20
1222,15600,-1,5077,"1,1,1,1,1,1,1,1,1","5_2_1,5_3_1,4_6_2,5_1_1,5_4_1,5_3_3",18,18
1223,15600,-1,5081,"1,1,1,1,1,1,1,1,0,1","2_4_2,3_1_3,2_1_1,2_2_1,2_2_3,4_6_2,1_1_1,2_4_3,2_4_4",18,20
1224,15600,-1,5056,"1,1,1,1,0,1,0,1,1,1","4_6_2,3_1_1,3_1_2,3_1_3,4_6_1,2_2_1,2_2_2,2_2_3,2_4_1,1_1_2,2_4_3,2_4_4,1_1_3",16,20
1225,15600,-1,5056,"0,0,1,0,1,1,0,1,1,1","2_2_3,8_4_2,2_2_1,2_2_2,2_1_1,2_4_1,2_3_5",12,20
1226,15600,-1,5056,"1,0,1,1,1,1,1,1,1,1","8_4_2,8_4_3,8_4_1,8_4_5",18,20
1227,15600,-1,5056,"0,1,1,1,1,1,0,1,1,1","8_4_3,8_4_2,2_2_1,2_2_3,2_2_2,2_1_1,2_5_3",16,20
1228,15600,-1,5056,"1,1,1,1,1,1,1,1,1,1","8_4_1,8_4_2,8_4_3",20,20
1229,15600,-1,5087,"1,1,1,1,1,1,1,0,1,1","5_3_2,5_3_3,4_6_2,4_3_1,4_3_2,4_2_1,2_4_3,2_4_4",18,20
1230,15600,-1,5101,"1,1,1,1,1,1,1","4_6_2,4_2_1,4_2_3,5_2_1,5_3_1",14,14
1231,15600,-1,5087,"1,0,1,0,1,0,1","4_2_1,4_2_3,5_2_1,5_3_1,4_6_2,5_4_3",8,14
1232,15600,-1,5087,"1,1,1,1,1,1,1,1,0,1","5_3_1,4_6_2",18,20
1233,15600,-1,5102,"1,1,1,1,1,1,1,1,1","2_2_3,3_1_1,3_1_2,2_2_1,2_2_2,4_6_2,3_1_3,8_4_2,2_4_3,2_4_4",18,18
1234,15600,-1,5095,"1,1,1,1,1,1,1,1,1,1","5_3_2,5_3_3,3_1_4,2_3_3,3_1_3,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,5_1_1",20,20
1235,15600,-1,5064,"1,1,1,1,1,1,1,1,1,1","2_4_2,3_1_2,3_1_1,3_1_3,4_3_1,4_3_2,2_4_3,2_4_4,3_1_5",20,20
1236,15600,-1,5094,"0,1,1,0,0,1,1,1,0,0","4_6_2,5_3_1",10,20
1237,15600,-1,5081,"1,1,1,1,1,1,1,1,1,1","3_1_1,3_1_2,3_1_3,2_4_2,3_1_5,2_4_6",20,20
1238,15600,-1,5059,"1,1,1,1,1,1,0,1,1,0","3_1_3,4_6_1,2_2_1,2_2_2,2_2_3,5_3_3,8_4_2,3_1_5,2_4_3,2_4_4",16,20
1239,15600,-1,5093,"0,0,1,0,1,1,1,0,1,1","2_2_3,8_4_2,2_2_1,2_2_2,3_1_2,4_6_2,2_4_2,2_4_3,2_4_4",12,20
1240,15600,-1,5075,"1,1,1,1,1,1,1,1,1,1","5_3_1,2_4_2,2_4_1,2_4_3,2_4_4,2_4_5,2_4_6,2_5_3,5_2_1,4_6_2",20,20
1241,15600,-1,5075,"1,1,1,1,0,1,0,1,1,1","2_4_6,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,5_1_1,5_1_3,5_4_1,3_2_4",16,20
1242,15600,-1,5075,"1,1,1,1,1,1,1,1,1,1","2_4_1,2_4_2,2_5_3,2_4_3,2_4_4,2_4_5,2_4_6,5_1_3,2_1_1",20,20
1243,15600,-1,5075,"1,1,1,1","5_4_1,5_4_3",8,8
1244,15600,-1,5062,"1,0,1,0,1,1,1,1,1,0","3_1_1,3_1_2,3_1_3,4_6_2,4_3_1,5_1_2,2_4_3,2_4_4",14,20
1245,15600,-1,5076,"1,1,1,1,1,1,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,5_4_3,4_2_1,4_2_3",14,14
1246,15600,-1,5076,"1,1,1,1,1,1,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,5_4_3,4_2_1,4_2_3",14,14
1247,15600,-1,5076,"1,0,1,1,1,1,1,1,1,1","2_4_1,2_4_6,2_4_2,2_4_3,2_4_4,2_4_5,2_1_1",18,20
1248,15600,-1,5076,"1,0,1,1,1,1,1,1,1,1","2_4_1,2_4_6,2_4_2,2_4_3,2_4_4,2_4_5,2_1_1",18,20
1249,15600,-1,5083,"1,1,1,1,1,1,1,1,0,1","1_1_1,3_1_4,3_1_1,3_1_2,2_2_1,2_2_2,2_2_3,2_4_1,8_4_2,5_3_1",18,20
1250,15600,-1,5083,"1,1,1,0,0,1,1,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,5_4_3,5_1_3,5_4_1",12,16
1251,15600,-1,5083,1,5_4_1,2,2
1252,15600,-1,5106,"1,1,1,1,1,1,1,1,1,1","3_1_2,5_3_2,5_3_3,3_1_1,3_1_3,4_6_2,5_1_2,5_3_1,2_4_2",20,20
1253,15600,-1,5106,"0,0,0,1,1,1,0,0,1,1","2_2_1,2_2_2,2_2_3,2_1_1,2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,5_1_1",10,20
1254,15600,-1,5106,"1,0,1,0,1,0,1,1,1,1","2_2_3,8_4_2,2_4_1,2_4_6,2_2_2,2_3_5",14,20
1255,15600,-1,5081,"1,1,1,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,4_2_1,4_2_3",8,8
1256,15600,-1,5081,"1,1,1,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,4_2_1,4_2_3",8,8
1257,15600,-1,5084,"0,1,1,0,0,1,1,0,0,1","3_1_1,3_1_2,4_6_2,5_3_2,5_3_3,4_3_1,3_1_3,4_6_1,2_5_2,2_4_3,2_4_4",10,20
1258,15600,-1,5084,"0,1,1,0,0,1,1,0,0,1","3_1_1,3_1_2,4_6_2,5_3_2,5_3_3,4_3_1,3_1_3,4_6_1,2_5_2,2_4_3,2_4_4",10,20
1259,15600,-1,5084,"1,0,1,1,0,0,0,1,1,1","3_1_1,3_1_3",12,20
1260,15600,-1,5084,"1,1,1,0,1,1,1,1,1,1","3_1_1,4_3_1",18,20
1261,15600,-1,5115,"0,0,1,0,0,1,0,1,0,1","2_2_3,8_4_2,3_1_1,2_2_1,2_2_2,2_3_3,2_5_2",8,20
1262,15600,-1,5115,"0,0,0,1,0,1,0,0,0,0","8_4_2,8_4_3,8_4_1,8_4_5",4,20
1263,15600,-1,5115,"1,0,1,1,1,1,1,1,0,1","8_4_5,8_4_3,2_2_1,8_4_1,8_4_2,2_2_2",16,20
1264,15600,-1,5115,"1,0,1,1,1,1,1,1,0,1","8_4_5,8_4_3,2_2_1,8_4_1,8_4_2,2_2_2",16,20
1265,15600,-1,5115,"1,0,1,1,1,1,1,1,0,1","8_4_5,8_4_3,2_2_1,8_4_1,8_4_2,2_2_2",16,20
1266,15600,-1,5115,"1,0,1,1,1,1,1,1,0,1","8_4_5,8_4_3,2_2_1,8_4_1,8_4_2,2_2_2",16,20
1267,15600,-1,5115,"0,0,1,1,0,0,0,1,0,0","8_4_3,8_4_5,2_2_1,2_2_2,2_2_3,2_1_1,2_3_5",6,20
1268,15600,-1,5115,"0,1,1,1,0,1,1,1,0,0","8_4_3,8_4_5,2_2_1,2_2_2,2_2_3,2_1_1,8_4_2,2_4_1,2_5_3",12,20
1269,15600,-1,5115,"1,0,0,0,1,1,1,0,1,1","2_5_3,2_4_2,8_4_3,2_1_1,2_2_1,2_2_3,3_1_1,2_4_1",12,20
1270,15600,-1,5115,"1,1,1,1,1,1,1,1,0,1","2_4_2,2_5_3,8_4_3,3_1_1,3_1_2,3_1_5,3_1_3",18,20
1271,15600,-1,5070,"1,1,1,1,1,1,1,0,1,0","3_1_1,3_1_2,3_1_3,3_1_5,2_4_3,2_4_4,5_1_3,5_2_1",16,20
1272,15600,-1,5070,"1,1,1,1,1","2_4_1,2_4_2,2_4_3,2_4_4,2_4_5,2_4_6,5_2_1,5_3_1,4_6_2,5_4_1",10,10
1273,15600,-1,5070,"1,1,1,1,1,1,1,0,1","2_4_2,2_4_6,2_5_3,2_4_1,2_4_3,2_4_4,2_4_5",16,18
1274,15600,-1,5057,"1,1,1,1,0,1,1,1,1,1","4_6_2,3_1_1,3_1_2,3_1_4,2_2_1,2_2_2,2_2_3,4_6_1,2_4_2,5_3_1,3_2_1",18,20
